,column0,task,column2,app,meta_rating,review,app_name
911,3011,UE,None,2,1,"Why does Dropbox need location services for photo uploads??? Photos taken on iPhone have location data imbedded in them, therefore why does Dropbox require location data turned on for auto uploading?? Of course it would also be nice if they would shut off location services after use!!!",Dropbox
912,3038,UE,None,2,2,"Causes my location services to always be active I noticed that the location services icon was always on for my iPhone 5 (running latest iOS), so I looked at which apps were using location services, and dropbox was the only one, so I exited the dropbox app (not even running in the background), but it was still using location services.The icon didn't go away until I revoked dropbox's access to location services, and if I gave it permission again through the iPhone settings, the location services icon returned right away even though dropbox wasn't running.",Dropbox
913,3080,UE,None,2,3,Camera PDF I'm new to drop box but I'm very surprised the camera doesn't take a picture and converts it to PDF.  It would make life a bit easier  let said you have invoice you want to upload to drop box and you want to upload them as a PDF file you can . The way I'm doing it now is using PDF reader app use there picture camera that converts it to PDF format them Important to drop box . Btw who cares about music and picture upload in drop box  is all about putting Documents invoice Letters and receipts on PDF .,Dropbox
914,3080,FR,None,2,3,Camera PDF I'm new to drop box but I'm very surprised the camera doesn't take a picture and converts it to PDF.  It would make life a bit easier  let said you have invoice you want to upload to drop box and you want to upload them as a PDF file you can . The way I'm doing it now is using PDF reader app use there picture camera that converts it to PDF format them Important to drop box . Btw who cares about music and picture upload in drop box  is all about putting Documents invoice Letters and receipts on PDF .,Dropbox
915,3080,UE,None,2,3,Camera PDF I'm new to drop box but I'm very surprised the camera doesn't take a picture and converts it to PDF.  It would make life a bit easier  let said you have invoice you want to upload to drop box and you want to upload them as a PDF file you can . The way I'm doing it now is using PDF reader app use there picture camera that converts it to PDF format them Important to drop box . Btw who cares about music and picture upload in drop box  is all about putting Documents invoice Letters and receipts on PDF .,Dropbox
916,3088,PD,None,2,1,disappointment with pdf Totally disappointed with the latest update. The all new pdf reader is not working. Why would u want to change something that was already working. May switch to something else if it does not work soon.,Dropbox
917,3099,UE,None,2,5,Wonderfull app Now working iPad mini after updates,Dropbox
918,3114,PD,None,2,2,After the last update one third of my PDF files fail to open in the built in reader They worked fine under the old built in pdf reader,Dropbox
919,3124,FR,None,2,4,iOS 6 share sheets? Those would be useful!,Dropbox
920,3129,PD,None,2,1,Won't open due to pop-ups since upgrade I can't open since the last 2 updates. Pop-ups go crazy on the iPhone 5! I'm uninstalling,Dropbox
921,3134,PD,None,2,4,Crash App is invisible on my iPhone 4S after last update. Can't even see that I have Dropbox installed and reinstallation didn't resolve the issue either. Worked perfect prior to update.,Dropbox
922,3137,RT,None,2,5,"Nice app Great app, fixed crash issue after update.",Dropbox
923,3145,FR,None,2,2,Pull Down Refresh This app needs the pull down to refresh feature. A new file will not show up in the app unless I click another folder and then go back to the previous one. Seems like a simple and worthwhile thing to add to this app. Otherwise the functionality is quite good.,Dropbox
924,3156,RT,None,2,5,"No es un simple App es un estilo de Vida Realmente la mejor App que puede existir en lo que a manejo y respaldo de archivos se refiere, toda aquella aplicacin que no tenga compatibilidad con Dropbox ya no es til o simplemente se descarta, gracias a esta Aplicacin me olvido de pasar las fotos de mi iPhone o iPad a la Pc ya que se hace automticamente, me despreocupo por andar (como antes lo haca) con un Pen drive con la informacin del trabajo o archivos de importancia, todo se resuelve con mis dispositivos o en cualquier PC con internet, y si por seguridad de acceso se trata tambin es muy segura, felicito a sus programadores y diseadores por tan valiosa App, si me dieran a elegir para quedarme con tan slo una App sin dudarlo sera Dropbox...",Dropbox
925,3195,PD,None,2,3,"Can't open Dropbox, help Since the last update, the app no longer opens on my iPad ??. Please fix this??. Thx",Dropbox
926,3203,PD,None,2,2,Link to PDF pro With the latest update the link to PDF pro does not work!! This was one of my favorite tools for downloading files from Dropbox.,Dropbox
927,3203,UE,None,2,2,Link to PDF pro With the latest update the link to PDF pro does not work!! This was one of my favorite tools for downloading files from Dropbox.,Dropbox
928,3204,PD,None,2,1,Won't stop updating This app has been updating for 6 days now. I can't open it and it's totally useless to me. Used to be a really nice app. Now it's crap.,Dropbox
929,3207,PD,None,2,1,"App Crashes, will not open after update Since last update unable to use app, just get splash screen and then it crashes and closes. Hope fix in on the way soon. Also before adding new features lets clean up the interface and stop classifying videos as photos. Ever since the new interface it's taken more steps to find and upload my videos.",Dropbox
930,3207,UE,None,2,1,"App Crashes, will not open after update Since last update unable to use app, just get splash screen and then it crashes and closes. Hope fix in on the way soon. Also before adding new features lets clean up the interface and stop classifying videos as photos. Ever since the new interface it's taken more steps to find and upload my videos.",Dropbox
931,3211,PD,None,2,1,"Update My iPad tells me there is an update, but it won't install????",Dropbox
932,3216,PD,None,2,1,"Total fail What a horrible joke. I've been using Dropbox for quite awhile and it has previously worked great. This new update totally fails. While it is true that they have added a page thumbnail viewer, that is ALL that can be seen with this new version. Individual pages just show up solid grey.Allowing this app to update is a terrible mistake.The old version worked. The new one does not.",Dropbox
933,3216,UE,None,2,1,"Total fail What a horrible joke. I've been using Dropbox for quite awhile and it has previously worked great. This new update totally fails. While it is true that they have added a page thumbnail viewer, that is ALL that can be seen with this new version. Individual pages just show up solid grey.Allowing this app to update is a terrible mistake.The old version worked. The new one does not.",Dropbox
934,3222,RT,None,2,1,"Problemas al abrir A vez que abro la aplicacin se cierra ,esperamos la solucin en una nueva actualizacin )",Dropbox
935,3226,PD,None,2,1,"Won't open!! Hurry up and fix! Having the same problem as others - since the update, app crashes every time I try to use it. Dropbox is how I back up all my photos and journals - now I can't get to them! Get with it you guys!",Dropbox
936,3226,UE,None,2,1,"Won't open!! Hurry up and fix! Having the same problem as others - since the update, app crashes every time I try to use it. Dropbox is how I back up all my photos and journals - now I can't get to them! Get with it you guys!",Dropbox
937,3253,UE,None,2,5,"A must-have for all iPhone and Mac users Amazingly helpful app. Love the connection between my Mac, PC and phone that this app delivers.",Dropbox
938,3253,RT,None,2,5,"A must-have for all iPhone and Mac users Amazingly helpful app. Love the connection between my Mac, PC and phone that this app delivers.",Dropbox
939,3255,PD,None,2,1,"TERRIBLE with this update, my app won't open!!! pleaseeeeee fix this!!",Dropbox
940,3293,UE,None,2,5,"Keeps getting better PDF viewer feature was an awesome add, I just hope it keeps getting better and better!",Dropbox
941,3297,FR,None,2,3,Sorting Seriously needs a way to sort so folders are on top like normal.,Dropbox
942,3315,UE,None,2,3,"GIFs, anyone? The app keeps getting better and faster with each update, but GIF support is nowhere to be seen. It's kind of pathetic that iOS Messages supports animated GIF and this app does not.PS. Could the new icon be any lamer?",Dropbox
943,3315,FR,None,2,3,"GIFs, anyone? The app keeps getting better and faster with each update, but GIF support is nowhere to be seen. It's kind of pathetic that iOS Messages supports animated GIF and this app does not.PS. Could the new icon be any lamer?",Dropbox
944,3322,FR,None,2,5,82 MJM CHRS Great app for references on the go. A must for any NCO or leader in the services. Recommend adding a function to rename files and move files around after you upload them; for organizing and file naming convention,Dropbox
945,3322,RT,None,2,5,82 MJM CHRS Great app for references on the go. A must for any NCO or leader in the services. Recommend adding a function to rename files and move files around after you upload them; for organizing and file naming convention,Dropbox
946,3322,UE,None,2,5,82 MJM CHRS Great app for references on the go. A must for any NCO or leader in the services. Recommend adding a function to rename files and move files around after you upload them; for organizing and file naming convention,Dropbox
947,3345,UE,None,2,1,"It's not ok I like the fact that I can download drop box on any device and share pics. What I don't like is the time it takes to download pics and that in order to download I have to always be connected to the Internet, this keeps the pics from downloading some times when I am away from wifi. 2.6.13 i'm still trying to figure out app support. pictures are not downloading and i am going to remove this app from my IPAD its worthless",Dropbox
948,3347,UE,None,2,1,Sad I had high hopes.  The product just does not deliver.  Customer support kept giving me options to solve my issues rather than taking charge and getting me working.  24-7 support does not exist.  I received emails at 8-9 pm each day.  Dropbox word of advise.....read your reviews...,Dropbox
949,3347,RT,None,2,1,Sad I had high hopes.  The product just does not deliver.  Customer support kept giving me options to solve my issues rather than taking charge and getting me working.  24-7 support does not exist.  I received emails at 8-9 pm each day.  Dropbox word of advise.....read your reviews...,Dropbox
950,3347,UE,None,2,1,Sad I had high hopes.  The product just does not deliver.  Customer support kept giving me options to solve my issues rather than taking charge and getting me working.  24-7 support does not exist.  I received emails at 8-9 pm each day.  Dropbox word of advise.....read your reviews...,Dropbox
951,3356,UE,None,2,1,"Bad App On My MacBook This app is ok for photos and documents, but hangs like crazy on video less than 1 GB in size.  Could drop one in but got the blue circle of death. Green circle with check mark never ever showed for videos only.  So, I could not transfer videos between my devices at different locations.",Dropbox
952,3356,UE,None,2,1,"Bad App On My MacBook This app is ok for photos and documents, but hangs like crazy on video less than 1 GB in size.  Could drop one in but got the blue circle of death. Green circle with check mark never ever showed for videos only.  So, I could not transfer videos between my devices at different locations.",Dropbox
953,3359,UE,None,2,5,"Handy, Useful, Accessible, and Simple This is the very first ""files"" app that I have used and I've got to say that it keeps on getting better and better. It's been so good to me for the past 6 months that I have to write a review for it. First of all, it is HANDY because I love how I am able to upload all my files and photos in a very easy manner. It's not only USEFUL because I can upload things, but also for the fact that is is SIMPLY ACCESSIBLE. I have never had any problems with the upload or having my items load for me in the phone. I do recommend this app for those who are seeking apps of this kind. The interface looks really nice. I've never had any trouble finding my files because they made it really easy to navigate on the iPhone and the iPad. - A Happy User",Dropbox
954,3359,RT,None,2,5,"Handy, Useful, Accessible, and Simple This is the very first ""files"" app that I have used and I've got to say that it keeps on getting better and better. It's been so good to me for the past 6 months that I have to write a review for it. First of all, it is HANDY because I love how I am able to upload all my files and photos in a very easy manner. It's not only USEFUL because I can upload things, but also for the fact that is is SIMPLY ACCESSIBLE. I have never had any problems with the upload or having my items load for me in the phone. I do recommend this app for those who are seeking apps of this kind. The interface looks really nice. I've never had any trouble finding my files because they made it really easy to navigate on the iPhone and the iPad. - A Happy User",Dropbox
955,129164,RT,None,2,5,Good Good app,Dropbox
956,3367,RT,None,2,5,Jehad Best app ever,Dropbox
957,3370,RT,None,2,3,Quality I really love this app it's so great. & it works perfectly. I just wish it didn't make my photos look bad & take down the quality. I want to be able to upload my photos at their full quality. That would be a 5 star to me.,Dropbox
958,3386,PD,None,2,4,"It's cool I bought idoceo which tells me to use Dropbox to the transfer my files, it can't open in idoceo which is stressful. Please fix it or tell me what to do.",Dropbox
959,3386,UE,None,2,4,"It's cool I bought idoceo which tells me to use Dropbox to the transfer my files, it can't open in idoceo which is stressful. Please fix it or tell me what to do.",Dropbox
960,3397,PD,None,2,3,"Good, but crashes... I tried to load a fairly large PDF once and the app crashed while attempting to display it.  Since then, it's been crashing every time I open it.  I'm trusting that a simple reinstall will fix it.",Dropbox
961,3397,UE,None,2,3,"Good, but crashes... I tried to load a fairly large PDF once and the app crashed while attempting to display it.  Since then, it's been crashing every time I open it.  I'm trusting that a simple reinstall will fix it.",Dropbox
962,3404,RT,None,2,5,Lego 24778990765788788 Download this app today,Dropbox
963,3434,RT,None,2,5,One of the best apps ever This is one app that I use every day.,Dropbox
964,3448,PD,None,2,3,Can't open files. With the latest update I can't open word documents. Yes they are saved in the right format. Its just not working please fix.,Dropbox
965,3467,PD,None,2,2,Latest Update The latest update freezes on Apple 4 phone.,Dropbox
966,3507,UE,None,2,1,"Please please please, bring back the old icon I am a true Dropbox fan and all, I recommend to all my friends to use Dropbox service. But the new icon is just unbearable. It looks so awkward and ugly to be honest. And based from what I have read, it's not just me who thinks that, many others feel the same way. Please give people what they want, please please, stop using this uncomfortable icon and bring back the old one!!!",Dropbox
967,3507,RT,None,2,1,"Please please please, bring back the old icon I am a true Dropbox fan and all, I recommend to all my friends to use Dropbox service. But the new icon is just unbearable. It looks so awkward and ugly to be honest. And based from what I have read, it's not just me who thinks that, many others feel the same way. Please give people what they want, please please, stop using this uncomfortable icon and bring back the old one!!!",Dropbox
968,3512,FR,None,2,4,I love dropbox - please add slide show with AirPlay I love this app and service!!!!  if you could add slide show for pictures with cool effects and airplay capability this app would be perfect!!!!!The coolest cloud solution period.  Keep up the great work and let me know when you IPO,Dropbox
969,3512,RT,None,2,4,I love dropbox - please add slide show with AirPlay I love this app and service!!!!  if you could add slide show for pictures with cool effects and airplay capability this app would be perfect!!!!!The coolest cloud solution period.  Keep up the great work and let me know when you IPO,Dropbox
970,3529,PD,None,2,1,Crashing It would be nice to access my files!!!!!! Crashing repeatedly!!!,Dropbox
971,3536,PD,None,2,2,"Pretty good, but major .pdf print bug Update 1/1/2013:--still no Rename files after saving/uploading--still no flexible time/date/size sorting.Generally more stable than prior releases; used to crash on opening some .pdf docs.Major bug!:Printing .pdf documents to network AirPrint device (HP Officejet Pro 8600, 2-sided) creates unusable printouts: page breaks in .pdf are ignored, with white space gaps appearing mid-page. Workaround is to load into Mail or Safari .pdf reader thru Dropbox link and use iOS's printing.Oh and, BTW, yes, the new icon/logo is a bland, flat step down, entirely inconsistent with the 3D/tangible metaphor aka look-and-feel of the best iOS apps. Way to go, Creative.",Dropbox
972,3536,UE,None,2,2,"Pretty good, but major .pdf print bug Update 1/1/2013:--still no Rename files after saving/uploading--still no flexible time/date/size sorting.Generally more stable than prior releases; used to crash on opening some .pdf docs.Major bug!:Printing .pdf documents to network AirPrint device (HP Officejet Pro 8600, 2-sided) creates unusable printouts: page breaks in .pdf are ignored, with white space gaps appearing mid-page. Workaround is to load into Mail or Safari .pdf reader thru Dropbox link and use iOS's printing.Oh and, BTW, yes, the new icon/logo is a bland, flat step down, entirely inconsistent with the 3D/tangible metaphor aka look-and-feel of the best iOS apps. Way to go, Creative.",Dropbox
973,3536,FR,None,2,2,"Pretty good, but major .pdf print bug Update 1/1/2013:--still no Rename files after saving/uploading--still no flexible time/date/size sorting.Generally more stable than prior releases; used to crash on opening some .pdf docs.Major bug!:Printing .pdf documents to network AirPrint device (HP Officejet Pro 8600, 2-sided) creates unusable printouts: page breaks in .pdf are ignored, with white space gaps appearing mid-page. Workaround is to load into Mail or Safari .pdf reader thru Dropbox link and use iOS's printing.Oh and, BTW, yes, the new icon/logo is a bland, flat step down, entirely inconsistent with the 3D/tangible metaphor aka look-and-feel of the best iOS apps. Way to go, Creative.",Dropbox
974,3536,UE,None,2,2,"Pretty good, but major .pdf print bug Update 1/1/2013:--still no Rename files after saving/uploading--still no flexible time/date/size sorting.Generally more stable than prior releases; used to crash on opening some .pdf docs.Major bug!:Printing .pdf documents to network AirPrint device (HP Officejet Pro 8600, 2-sided) creates unusable printouts: page breaks in .pdf are ignored, with white space gaps appearing mid-page. Workaround is to load into Mail or Safari .pdf reader thru Dropbox link and use iOS's printing.Oh and, BTW, yes, the new icon/logo is a bland, flat step down, entirely inconsistent with the 3D/tangible metaphor aka look-and-feel of the best iOS apps. Way to go, Creative.",Dropbox
975,1542,PD,None,2,3,"No Longer Print Spreadsheets I went in to print out my schedule request form, so I clicked the ""print"" icon but it crashed on every attempt.  When I went in to print a word document it worked just fine.  Otherwise I love the app, and it's very handy for college students, such as myself.  I can log in at the library on campus and continue working on the documents I started at home.",Dropbox
976,1542,UE,None,2,3,"No Longer Print Spreadsheets I went in to print out my schedule request form, so I clicked the ""print"" icon but it crashed on every attempt.  When I went in to print a word document it worked just fine.  Otherwise I love the app, and it's very handy for college students, such as myself.  I can log in at the library on campus and continue working on the documents I started at home.",Dropbox
977,1553,PD,None,2,4,"Crashes at start up *fixed* ?? App opens and then shows the loading sign, it has had 14 pending files for days!! It wont even let me change tabs, then crashes. All this since last update last week.***deleted app and reinstalled and now works fine. So glad!!! ??????",Dropbox
978,1553,UE,None,2,4,"Crashes at start up *fixed* ?? App opens and then shows the loading sign, it has had 14 pending files for days!! It wont even let me change tabs, then crashes. All this since last update last week.***deleted app and reinstalled and now works fine. So glad!!! ??????",Dropbox
979,1586,UE,None,2,1,"Needs legacy support I've got an older iPhone that still works great, but I cannot install iOS7 on it. This app needs to support older OS versions!",Dropbox
980,1586,FR,None,2,1,"Needs legacy support I've got an older iPhone that still works great, but I cannot install iOS7 on it. This app needs to support older OS versions!",Dropbox
981,1600,PD,None,2,1,iOS 7 fail Does not work with iOS 7. 0.4. Nothing uploads. Often the app just exits with no notice. Useless now. Used to be amazingly good.,Dropbox
982,1600,UE,None,2,1,iOS 7 fail Does not work with iOS 7. 0.4. Nothing uploads. Often the app just exits with no notice. Useless now. Used to be amazingly good.,Dropbox
983,1606,RT,None,2,5,Super Useful I had too much videos and pictures and this solved my problem,Dropbox
984,1619,PD,None,2,1,.-. The app doesn't work unless you have the iOS 7 update and not all devices have that update so they should really fix this.,Dropbox
985,1625,UE,None,2,5,Flexibility &amp; Ease of Use An excellent App.,Dropbox
986,1646,UE,None,2,2,"Worse than before. Why everything is so white? The pictures show a white background just like the iOS7 photo app. That is ridiculous, the contrast hurts my eyes I always have to tap it to make it black. The new icon now is white, so hideous had to hide it on a folder. Look so cool before that I had at my home screen...idiots..",Dropbox
987,1650,UE,None,2,5,Simple and Organized Needs a cloud sync feature. And subcategories.,Dropbox
988,1650,FR,None,2,5,Simple and Organized Needs a cloud sync feature. And subcategories.,Dropbox
989,1668,UE,None,2,5,Also saves storage OMG I LOVE IT I JUST GOT A NEW PHONE AND I WAS SAD CUZ ALL MY PICS WERE GONE BUT IT STILL HAD ALL MY PICS :) GREAT APP!,Dropbox
990,1668,RT,None,2,5,Also saves storage OMG I LOVE IT I JUST GOT A NEW PHONE AND I WAS SAD CUZ ALL MY PICS WERE GONE BUT IT STILL HAD ALL MY PICS :) GREAT APP!,Dropbox
991,1668,UE,None,2,5,Also saves storage OMG I LOVE IT I JUST GOT A NEW PHONE AND I WAS SAD CUZ ALL MY PICS WERE GONE BUT IT STILL HAD ALL MY PICS :) GREAT APP!,Dropbox
992,1678,PD,None,2,2,"I love Dropbox - when I can access it. As if the last update, I can no longer enter a pass code for Dropbox. Oh, it still asks for the code I've set, but I can't type in the code. I have to uninstall and reinstall the app on my iPhone each time. It still works great on my iPad (unless it hasn't been updated). I use DB ALL the time but with sensitive info need the pass code issue fixed!",Dropbox
993,1726,UE,None,2,5,nice nice and easy to use. only problem i found is gifs works but does not animate when view it. so not sure if it really working or not.,Dropbox
994,1726,UE,None,2,5,nice nice and easy to use. only problem i found is gifs works but does not animate when view it. so not sure if it really working or not.,Dropbox
995,1784,UE,None,2,5,"New adobe? Dropbox the new adobe? Like a new update every week. Not a bad thing though, rather have an update than something 2 years old and buggy.",Dropbox
996,1814,UE,None,2,5,Storage Great option for storage!,Dropbox
997,1840,PD,None,2,4,"Great new design but needs a little help Freezing when I edit a lot of photos, uploading edits, etc.",Dropbox
998,1840,UE,None,2,4,"Great new design but needs a little help Freezing when I edit a lot of photos, uploading edits, etc.",Dropbox
999,1847,UE,None,2,3,"OK Just an OK update, nothing mind-boggling. The ability to designate a file as favorite for offline access will be very helpful (as opposed to the current system of designating individual files one by one - which is cumbersome and time-consuming).",Dropbox
1000,1847,FR,None,2,3,"OK Just an OK update, nothing mind-boggling. The ability to designate a file as favorite for offline access will be very helpful (as opposed to the current system of designating individual files one by one - which is cumbersome and time-consuming).",Dropbox
1001,1857,UE,None,2,1,"This is a joke, right? The new iOS7 update is rudimentary and lackluster at best. Where's the ingenuity? The UI is bland and the navigation, well . . . I won't go there. Yet, the most startling news is the annual cost of upgrading to Pro 100.  Is $99.99 for 100 GB (to be paid EVERY year) really the most competitive rate you can offer in today's growing, consumer cloud market? Give me a break.  This app is being deleted, and I'm terminating my 4-yr account with DropBox.  Go sell crazy someplace else . . .",Dropbox
1002,1861,UE,None,2,3,Excel files don't open with update! I'm very disappointed that I can't open most excel files anymore! Repeated tries works occasionally but it should work every time!,Dropbox
1003,1909,PD,None,2,4,Great new look ... But Keep up the good work but camera upload has stopped working for me. No matter what I change no photos or videos will load.,Dropbox
1004,1909,UE,None,2,4,Great new look ... But Keep up the good work but camera upload has stopped working for me. No matter what I change no photos or videos will load.,Dropbox
1005,1942,UE,None,2,2,Not liking this.... You removed the best feature for business presentation? Where did full screen go? This is not good as others have pointed out. Please bring this back or I'll have to find something else to use. I'm not happy at all........,Dropbox
1006,1943,UE,None,2,5,Good. Nice UI. Keep up the good work!,Dropbox
1007,1944,UE,None,2,3,File names Very annoying to not be able to see an entire file name.  Put some flexibility in the width of the display for those of us who use files with longer names.,Dropbox
1008,1944,FR,None,2,3,File names Very annoying to not be able to see an entire file name.  Put some flexibility in the width of the display for those of us who use files with longer names.,Dropbox
1009,1946,UE,None,2,3,Disappointing Do not update! Icon is ugly,Dropbox
1010,1946,RT,None,2,3,Disappointing Do not update! Icon is ugly,Dropbox
1011,1952,PD,None,2,1,Doesn't work. Doesn't work for those of us still on iOS 6.1.4 so I can no longer use Dropbox on my iDevices. Please bring back the older one and have both. Perhaps the iOS 7 version could be named Dropbox 7+ and the iOS 6 version Dropbox 6.,Dropbox
1012,1972,RT,None,2,1,No me gusta No veo lo elegante en ella. Adems ahora es ms difcil acceder a tus archivos hay que seleccionar como favorito un archivo para que lo descargue y despus quitarlo. Estoy decepcionado.,Dropbox
1013,1976,UE,None,2,5,Love the new design Hope they keep adding features and making this app better end better,Dropbox
1014,1978,PD,None,2,1,"Loss of functionality, worse interface One of the main things I need Dropbox for opening Pages files. 3.0 simply opens them to a gray screen that says ""Pages Document"" and doesn't give me the option I used to have to open the file in Pages. This bug needs to be squished.",Dropbox
1015,1978,UE,None,2,1,"Loss of functionality, worse interface One of the main things I need Dropbox for opening Pages files. 3.0 simply opens them to a gray screen that says ""Pages Document"" and doesn't give me the option I used to have to open the file in Pages. This bug needs to be squished.",Dropbox
1016,1979,UE,None,2,5,Finally new update! I can finally view my documents! The new update is great,Dropbox
1017,1979,RT,None,2,5,Finally new update! I can finally view my documents! The new update is great,Dropbox
1018,1991,UE,None,2,3,Nice look Nice look but I still not able to rename my files ?,Dropbox
1019,1991,FR,None,2,3,Nice look Nice look but I still not able to rename my files ?,Dropbox
1020,2009,PD,None,2,2,Fix The crash. I can't even open it. ??,Dropbox
1021,2024,UE,None,2,5,"Can't hide scroll pane? Landscape or not, the scroll pane on the left is always visible no the screen. Very annoying as I enjoyed displaying my docs in full screen on previous version. Really hope it's user error, else this is a weak update.",Dropbox
1022,2024,UE,None,2,5,"Can't hide scroll pane? Landscape or not, the scroll pane on the left is always visible no the screen. Very annoying as I enjoyed displaying my docs in full screen on previous version. Really hope it's user error, else this is a weak update.",Dropbox
1023,2033,RT,None,2,1,Se cierra La aplicacion se cierra nomas al empezarla.,Dropbox
1024,2041,UE,None,2,4,"Great App... But Sorry, don't like the new icon though.",Dropbox
1025,2098,UE,None,2,5,"Totally amazing Does just as advertised, and much better than expected!",Dropbox
1026,2098,RT,None,2,5,"Totally amazing Does just as advertised, and much better than expected!",Dropbox
1027,2106,PD,None,2,2,Horrible Since the iOS 7 update the files don't upload to Dropbox even when connected to wifi,Dropbox
1028,2106,UE,None,2,2,Horrible Since the iOS 7 update the files don't upload to Dropbox even when connected to wifi,Dropbox
1029,2109,PD,None,2,1,Slow upload than before Before no update the upload of picture was so fast but now after update it's so slow. For just 1 picture cannot upload. What happened?,Dropbox
1030,2118,UE,None,2,1,How about we update for iOS 7??? And comparatively storage pricing could be more competitive.,Dropbox
1031,2118,FR,None,2,1,How about we update for iOS 7??? And comparatively storage pricing could be more competitive.,Dropbox
1032,2120,RT,None,2,5,It's Dropbox Get DropBox. It is an essential part of every device strategy.,Dropbox
1033,2147,UE,None,2,1,"No picture privacy Even with the photo sharing disabled, it still uploads photos I did not authorize into the app.",Dropbox
1034,2153,UE,None,2,1,8GB???? This app uses 8GB of space on my iphone. Yet on my computer used only 3GB? Why is it using so much more on my iphone?! Ridiculous!!! Please fix. Or let me choose things I want downloaded to my phone.,Dropbox
1035,2153,FR,None,2,1,8GB???? This app uses 8GB of space on my iphone. Yet on my computer used only 3GB? Why is it using so much more on my iphone?! Ridiculous!!! Please fix. Or let me choose things I want downloaded to my phone.,Dropbox
1036,2192,UE,None,2,1,"Eating up local storage! Not a single file was chosen to be downloaded but the app is storing everything locally automatically, eating up 15gigs of my storage! Yes, I tried unlinking and deleting the app, then reinstalling it again, this freaking app then starts downloading everything to my phone by itself. Get it fixed or I am canceling my subscription",Dropbox
1037,2192,UE,None,2,1,"Eating up local storage! Not a single file was chosen to be downloaded but the app is storing everything locally automatically, eating up 15gigs of my storage! Yes, I tried unlinking and deleting the app, then reinstalling it again, this freaking app then starts downloading everything to my phone by itself. Get it fixed or I am canceling my subscription",Dropbox
1038,2219,UE,None,2,2,Great program but not now! This app in unusable since the os7 update.,Dropbox
1039,2219,RT,None,2,2,Great program but not now! This app in unusable since the os7 update.,Dropbox
1040,2236,PD,None,2,1,This update is messed up I cannot delete photos on my camera uploads. It always said delete failed and then it stops working,Dropbox
1041,2239,UE,None,2,5,I Love Dropbox! Great app. Works perfect between my phone and PC,Dropbox
1042,2239,RT,None,2,5,I Love Dropbox! Great app. Works perfect between my phone and PC,Dropbox
1043,2243,UE,None,2,5,I love it but Everything is like you have to buy to fully enjoy,Dropbox
1044,2246,PD,None,2,3,Glitches My drop box keeps glitching and won't let me view my photos from the app! Its frustrating. Overall it's a good app but since I've updated my phone it's been messing up.,Dropbox
1045,2255,UE,None,2,4,"Useful... I guess Ultimately, this isn't some excellent app like many of the reviews claim. It's nice to be able to access pictures and documents stored on DropBox but unless you frequently edit documents on your iPhone (which I do) it's probably only worth getting on an iPad or to share photos you don't want plugging up your physical storage.",Dropbox
1046,2255,UE,None,2,4,"Useful... I guess Ultimately, this isn't some excellent app like many of the reviews claim. It's nice to be able to access pictures and documents stored on DropBox but unless you frequently edit documents on your iPhone (which I do) it's probably only worth getting on an iPad or to share photos you don't want plugging up your physical storage.",Dropbox
1047,2255,UE,None,2,4,"Useful... I guess Ultimately, this isn't some excellent app like many of the reviews claim. It's nice to be able to access pictures and documents stored on DropBox but unless you frequently edit documents on your iPhone (which I do) it's probably only worth getting on an iPad or to share photos you don't want plugging up your physical storage.",Dropbox
1048,2282,UE,None,2,5,"Five Stars HAve had this app through the duration of having my iPhone and haven't had any problems with it yet. I love how it opens into the last document I had open, and how conveniently I can save and transfer files. Great job, guys!",Dropbox
1049,2282,RT,None,2,5,"Five Stars HAve had this app through the duration of having my iPhone and haven't had any problems with it yet. I love how it opens into the last document I had open, and how conveniently I can save and transfer files. Great job, guys!",Dropbox
1050,2282,UE,None,2,5,"Five Stars HAve had this app through the duration of having my iPhone and haven't had any problems with it yet. I love how it opens into the last document I had open, and how conveniently I can save and transfer files. Great job, guys!",Dropbox
1051,2307,RT,None,2,5,the best cloud service no doubt dropbox is the best cloud service by far.,Dropbox
1052,2329,UE,None,2,5,Even easier to sync stuff I use Dropbox for everything. Having this available easily on my phone made checking updates on projects from work to sharing items much easier when I'm not at a computer. Also makes it easy to get photos from phone to computer since I never seem to move them. Shameless plus here - works great combined with Ifttt to move post record things on calendar emails contacts via spreadsheet or special folders.,Dropbox
1053,2329,RT,None,2,5,Even easier to sync stuff I use Dropbox for everything. Having this available easily on my phone made checking updates on projects from work to sharing items much easier when I'm not at a computer. Also makes it easy to get photos from phone to computer since I never seem to move them. Shameless plus here - works great combined with Ifttt to move post record things on calendar emails contacts via spreadsheet or special folders.,Dropbox
1054,2329,UE,None,2,5,Even easier to sync stuff I use Dropbox for everything. Having this available easily on my phone made checking updates on projects from work to sharing items much easier when I'm not at a computer. Also makes it easy to get photos from phone to computer since I never seem to move them. Shameless plus here - works great combined with Ifttt to move post record things on calendar emails contacts via spreadsheet or special folders.,Dropbox
1055,2347,FR,None,2,4,"Needs improvements I wish that the app would send push notifications when new files have been added just like a desktop computer would notify you. I also wish that you could invite other to folders from the app versus just sharing a link with them ...Other than that, I love Dropbox!",Dropbox
